Features,Type
"[-466.31052     76.16877    -33.071617    -5.8022265   -0.7392412
  -16.209229    -9.993167     3.5380368   -6.9481936   -2.863058 ]",belly_pain
"[-3.0381918e+02  2.2734219e+01  3.7627921e+00 -1.1795820e+00
  3.9392165e-03 -2.0076141e+00 -3.9576626e+00 -5.2425423e+00
 -5.8284435e+00 -4.5340972e+00]",belly_pain
"[-355.9554     148.05482    -56.60118     -4.900444     5.0192595
  -40.707104    -7.624269    -7.394951   -26.01652     -2.1717708]",belly_pain
"[-259.4545     66.253555   -8.827711  -13.613338   -6.39807   -16.731981
  -12.445974   -9.485147  -15.545312   -8.839405]",belly_pain
"[-277.88324    155.44197    -77.70069     18.467752   -20.223186
  -51.530586     1.0039494  -30.3693     -14.575851     1.3368964]",belly_pain
"[-375.61853    123.67502    -67.518        9.579247     1.7840416
  -32.913223     2.409639    -2.0329847  -18.95868      5.376369 ]",belly_pain
"[-272.61267     59.920116   -11.572905    -1.2232722  -13.945041
  -24.253216   -11.236131   -18.941858   -15.571658    -7.7156973]",belly_pain
"[-298.3932        3.3067167    -3.3275297    -5.618167     -2.5735
   -0.7663097    -0.82851756   -1.1482767    -0.9683446    -1.0772421 ]",belly_pain
"[-246.77235     43.193226     0.9729437    1.1630648   -1.8767302
  -13.295234   -10.1670475   -7.9297643  -13.040748   -10.996712 ]",belly_pain
"[-173.24        75.463875   -42.729645    -8.384924   -18.462837
  -23.277243    -0.5776658   -6.841665    -2.0123403    3.1969385]",belly_pain
"[-352.33368     96.669014   -36.77139     -5.6607256    9.956966
   -5.0741353  -28.951277    -5.178135    10.946426     0.9737562]",belly_pain
"[-434.07025    102.11247    -48.689568   -43.21473     -9.681255
  -24.217928   -19.948385    -4.4045324   -6.8677735  -11.300509 ]",belly_pain
"[-252.5626      62.151142   -17.146002    -9.914964    -0.3431744
  -17.572731    -6.686888     3.9662337  -10.744786   -11.182004 ]",belly_pain
"[-410.26178     67.52915   -148.22061    -50.620945    -5.4547343
  -27.793415    12.489198     0.8911534  -16.66972      7.897878 ]",belly_pain
"[-2.5412866e+02  1.0549158e+02 -8.0394569e+01 -2.8933224e+01
 -5.0631275e+00 -7.9044251e+00  1.5182495e-01  8.6947212e+00
 -8.3722305e+00 -9.4783936e+00]",belly_pain
"[-71.913345   26.595343  -79.75044     5.563544   12.72832   -25.09001
   2.04996    16.841707  -30.656717    2.1123867]",belly_pain
"[-222.67982   155.94446  -128.87015   -23.766567   40.669537  -50.325428
  -13.125149   40.73401   -16.643763  -21.829025]",burping
"[-361.7678     144.87566    -87.43403     10.873485    30.583351
  -36.19027     -1.9445728   -0.6636086  -18.557858     3.5497901]",burping
"[-279.10855      57.134445     -2.8257616    -6.4109807     1.4285238
   -4.623733     -3.370141      0.43158326   -3.1635754    -5.302434  ]",burping
"[-208.95142     81.37104    -36.59527    -15.4512825    6.437896
  -20.236393   -14.35395      2.5447383   -7.1928873   -7.70986  ]",burping
"[-134.40303      62.32974     -83.71415       0.39333424    5.4566755
  -18.260489     13.60288      -1.915539    -18.488321      2.3197002 ]",burping
"[-311.15216    132.38454    -52.014442    11.254346    22.625479
  -40.715816    -8.185514     7.1295905  -23.189163    -4.328665 ]",burping
"[-230.26324     40.86946   -125.166        6.1018367   -6.3637247
  -54.628613     0.3906669   -9.544726    -8.297534    11.475253 ]",burping
"[-342.18774     117.97652      15.058314    -10.535919     -0.47331086
  -10.209672    -19.194193    -15.492965    -14.8570175   -13.546153  ]",burping
"[-197.32686    162.95634    -71.98974    -23.122484     4.435392
  -42.269577   -14.587149     8.536644   -22.407137    -7.6396794]",discomfort
"[-271.32477   167.69528   -42.911762   16.213203   10.528482  -18.674227
   -5.016042   11.758631  -12.505478   -9.122164]",discomfort
"[-304.2586       66.31935     -37.49523      -5.5823097     0.46240538
   -7.8288436    -8.671713      3.8446171    -3.4408605    -4.1833053 ]",discomfort
"[-379.6823     137.67068    -40.965206    -8.47562     14.251607
  -17.645927   -20.972338     2.0518682   -7.0255775   -8.259687 ]",discomfort
"[-177.75665    117.77251    -47.83028     -7.918399   -14.349543
  -26.000961    -6.0376945    5.418488   -10.2664385   -7.0787306]",discomfort
"[-163.21344     68.70304   -112.99151    -43.970924    -8.21962
  -47.99781     -6.7629333   19.62899    -11.829294    -1.3792378]",discomfort
"[-288.87457    158.1565     -52.222584    -9.5368805   38.382557
  -15.682252   -11.605103    14.321997    -7.3887205   -1.9523442]",discomfort
"[-198.58438     124.55972     -36.992447    -26.75689      -2.3848681
  -18.787222    -21.967438     -1.9367416     0.60111797   -5.4144726 ]",discomfort
"[-172.7493       57.652554   -112.17687     -41.63255      -5.1676507
  -11.79954       3.341382      4.6814656    -9.878481      0.65947515]",discomfort
"[-484.0036     161.31233    -48.593594    -1.0431639   15.996602
  -20.6939     -17.719849     5.0661974   -7.3343754   -6.365584 ]",discomfort
"[-3.1862106e+02  2.0187712e+00 -2.0178810e+01 -3.0953779e+00
 -1.3132782e-01 -4.8531628e+00  3.3167098e+00  3.9225608e-01
 -3.4010248e+00 -9.5500566e-02]",discomfort
"[-194.41922     96.03363    -77.86899     26.19569     10.649642
  -30.66044     15.551802    -4.7805943  -21.618387     9.85001  ]",discomfort
"[-382.0935     150.27235     -1.2317849   -3.7298262    7.6617837
  -11.934935    -2.7669036    1.9592723   -2.2594209    4.7851176]",discomfort
"[-514.7173     187.3478      -3.0432756   -4.0595174   30.641966
  -11.545641   -22.135637     7.997554     1.6084827  -12.8139105]",discomfort
"[-3.4963953e+02  1.7863205e+01 -1.6199423e+01 -2.5394764e+01
 -9.0030413e+00  3.9079463e+00  3.0961452e+00 -1.6146469e+00
 -2.5606186e+00 -9.4304666e-02]",discomfort
"[-416.9188      119.47132      22.358395    -11.384609      0.58085275
    3.0268476    -3.5311782    -5.748423     -8.260769     -7.979575  ]",discomfort
"[-359.47452    140.08067    -21.98508    -16.425251    -2.544008
  -10.130706   -23.524076   -16.400343    -7.6146655   -2.5302322]",discomfort
"[-441.49442    144.316       -2.0003622  -32.20814      1.9690669
    8.243789    -2.327308    -7.628262   -10.294287    -4.7109084]",discomfort
"[-279.6972      114.75263      -4.88967     -31.757578     -9.82865
  -17.20433     -26.899925    -11.736066      2.9416528    -0.90122056]",discomfort
"[-142.95882    128.74641    -48.57556     -4.0677996    9.371795
  -10.868138     2.2079499   14.863167    -6.848707   -11.381019 ]",discomfort
"[-2.8876038e+02  8.7613029e+00 -1.9128458e+01 -1.8606226e-01
 -2.8013198e+00 -1.0737015e+01  5.4788957e+00  6.5202446e+00
 -6.4239879e+00 -1.7121442e-01]",discomfort
