Features,Type
"[-4.6631052e+02  7.6168770e+01 -3.3071617e+01 -5.8022265e+00
 -7.3924118e-01 -1.6209229e+01 -9.9931669e+00  3.5380368e+00
 -6.9481936e+00 -2.8630581e+00  1.6329449e+00 -3.1356707e+00
 -6.6680541e+00 -5.0917711e+00  1.6017312e-01]",belly_pain
"[-3.0381918e+02  2.2734219e+01  3.7627921e+00 -1.1795820e+00
  3.9392165e-03 -2.0076141e+00 -3.9576626e+00 -5.2425423e+00
 -5.8284435e+00 -4.5340972e+00 -3.7461414e+00 -3.0493276e+00
 -3.0386708e+00 -3.7555785e+00 -4.6195655e+00]",belly_pain
"[-3.5595541e+02  1.4805482e+02 -5.6601181e+01 -4.9004440e+00
  5.0192595e+00 -4.0707104e+01 -7.6242690e+00 -7.3949509e+00
 -2.6016520e+01 -2.1717708e+00 -1.0037333e+01 -1.9247219e+01
 -2.0043764e-01 -9.3368034e+00 -1.2804481e+01]",belly_pain
"[-259.4545      66.253555    -8.827711   -13.613338    -6.39807
  -16.731981   -12.445974    -9.485147   -15.545312    -8.839405
   -3.1033008   -8.025667    -9.298913    -7.701395    -6.550383 ]",belly_pain
"[-277.88324    155.44197    -77.70069     18.467752   -20.223186
  -51.530586     1.0039494  -30.3693     -14.575851     1.3368964
  -26.2409      -1.1520431   -5.2759495  -14.104319     6.336056 ]",belly_pain
"[-375.61853     123.67502     -67.518         9.579247      1.7840416
  -32.913223      2.409639     -2.0329847   -18.95868       5.376369
   -5.4684496   -12.607738      0.86246675   -9.700089     -8.061489  ]",belly_pain
"[-272.61267     59.920116   -11.572905    -1.2232722  -13.945041
  -24.253216   -11.236131   -18.941858   -15.571658    -7.7156973
  -13.591887    -6.557001    -3.3148267   -1.5035269   10.049561 ]",belly_pain
"[-2.98393188e+02  3.30671668e+00 -3.32752967e+00 -5.61816692e+00
 -2.57349992e+00 -7.66309679e-01 -8.28517556e-01 -1.14827669e+00
 -9.68344629e-01 -1.07724214e+00 -4.53856438e-01  3.45492005e-01
  1.21698715e-01 -1.39306641e+00 -1.56623375e+00]",belly_pain
"[-246.77235     43.193226     0.9729437    1.1630648   -1.8767302
  -13.295234   -10.1670475   -7.9297643  -13.040748   -10.996712
   -6.1872883   -6.8698335   -6.5272193   -5.026166    -6.540051 ]",belly_pain
"[-173.24        75.463875   -42.729645    -8.384924   -18.462837
  -23.277243    -0.5776658   -6.841665    -2.0123403    3.1969385
  -13.276799    -5.801973    -2.0541205   -7.777316     4.538815 ]",belly_pain
