Features,Type
"[-4.6631052e+02  7.6168770e+01 -3.3071617e+01 -5.8022265e+00
 -7.3924118e-01 -1.6209229e+01 -9.9931669e+00  3.5380368e+00
 -6.9481936e+00 -2.8630581e+00  1.6329449e+00 -3.1356707e+00
 -6.6680541e+00 -5.0917711e+00  1.6017312e-01  7.3265138e+00
  1.1977115e+01  9.6740904e+00  3.1321285e+00 -2.8104923e+00
 -1.9827442e+00  1.3478459e+00  3.1498086e+00 -5.1044297e-01
 -7.1565552e+00 -5.1822863e+00  4.9536344e-01  1.2339463e+00
 -2.3512459e+00 -3.1327298e+00  1.9619728e+00  6.2637291e+00
  3.7142761e+00 -1.7919321e+00 -5.4496551e-01  9.7561395e-01
 -1.9035907e+00 -2.4374361e+00  7.9410237e-01  2.1845102e+00
 -1.0421509e+00 -2.1004622e+00 -4.7142079e-01 -4.5054352e-01
 -1.7711848e+00]",belly_pain
"[-3.0381918e+02  2.2734219e+01  3.7627921e+00 -1.1795820e+00
  3.9392165e-03 -2.0076141e+00 -3.9576626e+00 -5.2425423e+00
 -5.8284435e+00 -4.5340972e+00 -3.7461414e+00 -3.0493276e+00
 -3.0386708e+00 -3.7555785e+00 -4.6195655e+00 -2.9673142e+00
 -1.6692368e+00 -7.8468078e-01  1.4380522e+00  4.7967057e+00
  6.7930684e+00  5.5324240e+00  2.5358617e+00  9.1486581e-02
 -5.0912380e-01 -8.8978142e-01 -1.3476486e+00 -1.8029240e+00
 -2.9174595e+00 -2.0874581e+00 -1.2884898e-01  1.3751663e-01
 -1.3412637e+00 -2.0164194e+00 -1.5854197e+00 -7.8302249e-02
  2.7306893e-01  4.3449378e-01  9.0460509e-01  2.9025187e+00
  3.6372008e+00  2.8184221e+00  2.4386086e+00  1.6219811e+00
  4.7440845e-01]",belly_pain
"[-3.5595541e+02  1.4805482e+02 -5.6601181e+01 -4.9004440e+00
  5.0192595e+00 -4.0707104e+01 -7.6242690e+00 -7.3949509e+00
 -2.6016520e+01 -2.1717708e+00 -1.0037333e+01 -1.9247219e+01
 -2.0043764e-01 -9.3368034e+00 -1.2804481e+01  5.4780406e-01
 -9.4752169e+00 -8.4449253e+00  1.8571323e+00 -7.3845892e+00
 -5.4699430e+00  2.9499130e-02 -5.2229033e+00  1.9135056e+00
  1.9834886e+00 -8.6463327e+00 -3.4700086e+00 -1.8348500e+00
 -6.3658376e+00 -5.8421111e-01 -1.4375275e+00 -3.9200487e+00
  9.3808562e-01 -2.4888186e+00 -3.5803578e+00  8.0055529e-01
 -3.5771403e+00 -3.4729795e+00  3.3229274e-01 -2.8172095e+00
  3.3007112e-01  3.2689373e+00 -1.7122647e+00  5.1202762e-01
  2.9577043e+00]",belly_pain
"[-259.4545       66.253555     -8.827711    -13.613338     -6.39807
  -16.731981    -12.445974     -9.485147    -15.545312     -8.839405
   -3.1033008    -8.025667     -9.298913     -7.701395     -6.550383
   -1.5536467     0.9156862     1.0788733     3.343918      1.5722588
   -3.137675     -2.4844794    -2.1309173    -3.155001     -0.92186064
   -0.7743546    -2.7225804    -1.8687841    -1.4792546    -2.420785
   -0.70847386    1.0341427     1.8264637     3.6698234     3.6119747
    2.0545008     1.8458099     0.4650016    -0.9058968     0.39480898
    1.0978639     0.48885357    0.65454686   -0.6914962    -2.0697124 ]",belly_pain
"[-2.7788324e+02  1.5544197e+02 -7.7700691e+01  1.8467752e+01
 -2.0223186e+01 -5.1530586e+01  1.0039494e+00 -3.0369301e+01
 -1.4575851e+01  1.3368964e+00 -2.6240900e+01 -1.1520431e+00
 -5.2759495e+00 -1.4104319e+01  6.3360562e+00 -1.1680942e+01
 -9.6140871e+00 -2.8398678e+00 -1.9458710e+01 -4.0838528e+00
 -2.6469867e+00 -9.4307346e+00  3.3197553e+00 -5.1289186e+00
 -6.9879937e-01  9.6514311e+00 -6.9746983e-01  5.3589168e+00
  4.5527143e+00 -1.9927491e+00  5.0148501e+00 -2.8790143e+00
 -2.2460010e+00  4.9817057e+00 -3.4983523e+00 -1.7434846e-01
  1.3216735e+00 -2.4902172e+00  3.2168024e+00 -1.3151852e+00
 -1.8146750e+00  2.2421415e+00 -4.1200972e+00 -7.4757278e-01
  1.1960870e+00]",belly_pain
"[-3.7561853e+02  1.2367502e+02 -6.7517998e+01  9.5792475e+00
  1.7840416e+00 -3.2913223e+01  2.4096389e+00 -2.0329847e+00
 -1.8958679e+01  5.3763690e+00 -5.4684496e+00 -1.2607738e+01
  8.6246675e-01 -9.7000895e+00 -8.0614891e+00  1.1644889e+00
 -8.0540218e+00 -1.6642236e+00  3.2933972e+00 -4.8649740e+00
  2.7296975e+00  2.0259078e+00 -6.9691963e+00  4.2309645e-01
 -1.7275002e+00 -6.5294566e+00  9.9454117e-01 -2.0087414e+00
 -2.5626545e+00  2.9160349e+00 -3.1517658e+00 -2.4790590e+00
  1.9274868e+00 -2.3343747e+00 -2.0201126e-01  1.8099208e+00
 -1.1386656e+00  2.7425966e+00  1.9938706e+00 -1.9632853e+00
  1.5371714e+00 -8.2994573e-02 -2.0661354e+00  1.8903050e+00
 -3.1693959e-01]",belly_pain
"[-2.7261267e+02  5.9920116e+01 -1.1572905e+01 -1.2232722e+00
 -1.3945041e+01 -2.4253216e+01 -1.1236131e+01 -1.8941858e+01
 -1.5571658e+01 -7.7156973e+00 -1.3591887e+01 -6.5570011e+00
 -3.3148267e+00 -1.5035269e+00  1.0049561e+01  7.5192103e+00
  1.2708548e+00  1.1362376e+00 -4.2565975e+00 -2.3264403e+00
 -1.5694803e+00 -6.5248690e+00 -3.6545112e+00 -4.1082029e+00
 -4.4986620e+00  1.8854353e+00  1.0635644e+00  5.9649104e-01
  3.0524743e+00  8.2154477e-01  1.5293233e+00  1.9464869e+00
 -1.9169602e-01  1.9075277e+00  1.5447404e+00  2.1396260e-01
  1.6958038e+00 -5.6053710e-01 -1.4233772e-01  9.8994303e-01
 -1.2357223e+00 -1.1099080e-01 -3.1474778e-01 -1.4135169e+00
  2.7979901e-01]",belly_pain
"[-2.98393188e+02  3.30671668e+00 -3.32752967e+00 -5.61816692e+00
 -2.57349992e+00 -7.66309679e-01 -8.28517556e-01 -1.14827669e+00
 -9.68344629e-01 -1.07724214e+00 -4.53856438e-01  3.45492005e-01
  1.21698715e-01 -1.39306641e+00 -1.56623375e+00  2.41172314e-01
  2.53461719e+00  2.72577786e+00  1.80369592e+00  2.06861064e-01
 -1.27950013e+00 -1.64163530e+00 -6.08571649e-01  3.88006061e-01
 -1.90870121e-01 -1.15784669e+00 -1.43101132e+00 -9.34940815e-01
 -3.81764203e-01 -5.51680386e-01 -7.95221508e-01 -3.10366124e-01
  1.09124696e+00  1.83821189e+00  1.83378780e+00  1.43017972e+00
  2.86000580e-01 -8.42819571e-01 -5.35784006e-01  1.97792351e-02
  4.14059103e-01 -8.19731653e-02 -7.53364861e-01 -9.16091084e-01
 -5.95588028e-01]",belly_pain
"[-2.46772354e+02  4.31932259e+01  9.72943723e-01  1.16306484e+00
 -1.87673020e+00 -1.32952337e+01 -1.01670475e+01 -7.92976427e+00
 -1.30407476e+01 -1.09967117e+01 -6.18728828e+00 -6.86983347e+00
 -6.52721930e+00 -5.02616596e+00 -6.54005098e+00 -4.01510525e+00
  2.56312037e+00  5.23046207e+00  6.80151701e+00  9.67036819e+00
  8.21887302e+00  3.64089346e+00  2.31466150e+00  8.76703441e-01
 -3.75704646e-01 -4.17993546e-01 -2.07265639e+00 -2.63924122e+00
 -1.32114518e+00 -1.24646723e+00 -1.70003283e+00 -1.30949616e+00
 -1.91313469e+00 -1.55203366e+00  6.37592852e-01  5.87899327e-01
  2.35407770e-01  1.63058496e+00  1.85563886e+00  6.55872822e-01
  9.75121796e-01  1.10855556e+00 -4.98280823e-01 -1.07813466e+00
 -2.06587508e-01]",belly_pain
"[-1.7324001e+02  7.5463875e+01 -4.2729645e+01 -8.3849239e+00
 -1.8462837e+01 -2.3277243e+01 -5.7766581e-01 -6.8416648e+00
 -2.0123403e+00  3.1969385e+00 -1.3276799e+01 -5.8019729e+00
 -2.0541205e+00 -7.7773161e+00  4.5388150e+00  7.0373287e+00
  6.6782131e+00  1.2091915e+01  1.4355415e+00 -3.8837242e+00
 -2.5570376e+00 -5.0482154e+00  8.4407812e-01  1.6883681e+00
 -3.4394124e+00 -1.5256864e+00 -1.3026961e+00 -9.4701314e-01
 -1.1126997e+00 -2.2181387e+00  5.5787625e+00  9.5310001e+00
  4.2991371e+00  1.7794596e+00  2.7755848e-01 -9.1926545e-02
 -7.8717881e-01 -1.9138114e+00  2.8602276e+00  1.9998370e+00
 -4.3242478e+00 -2.1914525e+00 -2.4735640e-01 -1.6598732e+00
 -1.6254222e-01]",belly_pain
