Features,Type
[-466.31052     76.16877    -33.071617    -5.8022265   -0.7392412],belly_pain
"[-3.0381918e+02  2.2734219e+01  3.7627921e+00 -1.1795820e+00
  3.9392165e-03]",belly_pain
[-355.9554     148.05482    -56.60118     -4.900444     5.0192595],belly_pain
[-259.4545     66.253555   -8.827711  -13.613338   -6.39807 ],belly_pain
[-277.88324   155.44197   -77.70069    18.467752  -20.223186],belly_pain
[-375.61853    123.67502    -67.518        9.579247     1.7840416],belly_pain
[-272.61267     59.920116   -11.572905    -1.2232722  -13.945041 ],belly_pain
[-298.3932       3.3067167   -3.3275297   -5.618167    -2.5735   ],belly_pain
[-246.77235     43.193226     0.9729437    1.1630648   -1.8767302],belly_pain
[-173.24       75.463875  -42.729645   -8.384924  -18.462837],belly_pain
[-352.33368     96.669014   -36.77139     -5.6607256    9.956966 ],belly_pain
[-434.07025   102.11247   -48.689568  -43.21473    -9.681255],belly_pain
[-252.5626      62.151142   -17.146002    -9.914964    -0.3431744],belly_pain
[-410.26178     67.52915   -148.22061    -50.620945    -5.4547343],belly_pain
[-254.12866    105.49158    -80.39457    -28.933224    -5.0631275],belly_pain
[-71.913345  26.595343 -79.75044    5.563544  12.72832 ],belly_pain
[-222.67982   155.94446  -128.87015   -23.766567   40.669537],burping
[-361.7678    144.87566   -87.43403    10.873485   30.583351],burping
[-279.10855     57.134445    -2.8257616   -6.4109807    1.4285238],burping
[-208.95142     81.37104    -36.59527    -15.4512825    6.437896 ],burping
[-134.40303      62.32974     -83.71415       0.39333424    5.4566755 ],burping
[-311.15216   132.38454   -52.014442   11.254346   22.625479],burping
[-230.26324     40.86946   -125.166        6.1018367   -6.3637247],burping
[-342.18774     117.97652      15.058314    -10.535919     -0.47331086],burping
[-197.32686   162.95634   -71.98974   -23.122484    4.435392],discomfort
[-271.32477   167.69528   -42.911762   16.213203   10.528482],discomfort
[-304.2586       66.31935     -37.49523      -5.5823097     0.46240538],discomfort
[-379.6823    137.67068   -40.965206   -8.47562    14.251607],discomfort
[-177.75665   117.77251   -47.83028    -7.918399  -14.349543],discomfort
[-163.21344    68.70304  -112.99151   -43.970924   -8.21962 ],discomfort
[-288.87457    158.1565     -52.222584    -9.5368805   38.382557 ],discomfort
[-198.58438    124.55972    -36.992447   -26.75689     -2.3848681],discomfort
[-172.7493      57.652554  -112.17687    -41.63255     -5.1676507],discomfort
[-484.0036     161.31233    -48.593594    -1.0431639   15.996602 ],discomfort
"[-3.1862106e+02  2.0187712e+00 -2.0178810e+01 -3.0953779e+00
 -1.3132782e-01]",discomfort
[-194.41922    96.03363   -77.86899    26.19569    10.649642],discomfort
[-382.0935     150.27235     -1.2317849   -3.7298262    7.6617837],discomfort
[-514.7173     187.3478      -3.0432756   -4.0595174   30.641966 ],discomfort
[-349.63953    17.863205  -16.199423  -25.394764   -9.003041],discomfort
[-416.9188      119.47132      22.358395    -11.384609      0.58085275],discomfort
[-359.47452   140.08067   -21.98508   -16.425251   -2.544008],discomfort
[-441.49442    144.316       -2.0003622  -32.20814      1.9690669],discomfort
[-279.6972    114.75263    -4.88967   -31.757578   -9.82865 ],discomfort
[-142.95882    128.74641    -48.57556     -4.0677996    9.371795 ],discomfort
"[-2.8876038e+02  8.7613029e+00 -1.9128458e+01 -1.8606226e-01
 -2.8013198e+00]",discomfort
[-266.70163    138.51608    -62.9641      -6.9055104   -7.907911 ],discomfort
[-561.0577    134.16763   -35.180138   25.941326   28.089376],discomfort
[-273.57068     30.179474   -55.13896     -6.1486244   -1.6038631],discomfort
[-409.83008    139.97742    -57.83485     -4.1811037    3.5881934],discomfort
[-210.44048    94.23116  -110.67949     6.422441   -9.778805],discomfort
[-136.50401   130.76532  -107.89482   -22.431513  -17.429823],discomfort
[-655.4871    172.15314   -48.369434  -14.508872   10.332295],hungry
"[-2.9254007e+02  1.6399010e+01  6.9685421e+00  2.1145861e+00
 -1.5942100e-02]",hungry
[-280.60956   120.7812    -70.923065  -32.252537   26.796125],hungry
[-211.44493    79.200195 -112.2423    -60.352394  -14.608694],hungry
[-229.82774      95.22762     -36.127197     -0.38511243   -3.9381876 ],hungry
[-567.274      112.12883    -26.066202   -13.941733    -1.2866211],hungry
[-68.82239   108.04342   -68.17325     2.8166568   5.029076 ],hungry
[-348.20746     52.447987   -16.56393    -15.665141    -1.2536128],hungry
[-330.65048      24.29551       5.8012614    -0.75905514   -1.0748764 ],hungry
[-281.20795    107.93686    -63.863514     2.6502879   10.6718855],hungry
[-297.69458      54.123028    -64.46996     -34.188454     -0.96963257],hungry
[-281.8886    106.73928   -40.79581    -9.49141    -5.902009],hungry
[-284.58414    86.68873   -24.267807   -4.520754   -2.125964],hungry
[-259.1531      86.31542    -50.774563    -3.9912555   -5.395354 ],hungry
[-216.78401     21.464828   -23.52554      8.872686     7.7291255],hungry
[-465.61792    63.862495  -25.804354   17.853638    4.45547 ],hungry
[-239.8839     122.95785    -75.88944     -2.8414295   -5.786376 ],hungry
[-287.79056   155.47609   -44.309444   16.629541   24.504463],hungry
[-270.24774     73.75529   -130.64897    -51.51045     -2.5035763],hungry
[-473.31448    113.21808    -53.83054      2.3186266    7.313286 ],hungry
[-208.70842     97.83557    -67.06938     -1.2683121  -17.065495 ],hungry
[-316.77676    66.94124  -137.7867     -4.762846  -30.789572],hungry
[-151.72049     52.651134   -67.550156    23.025394    -6.3769383],hungry
[-159.00023      8.184393  -102.10779     -1.2919296  -16.552324 ],hungry
"[-2.3782584e+02  1.4543518e+02 -7.8160156e+01 -2.1573710e-01
  2.2921188e+00]",hungry
[-190.03316     69.97417    -19.416784     4.5034413    8.117828 ],hungry
[-198.69518    74.797714  -59.490417  -10.985371  -21.080252],hungry
[-220.47621    94.10971   -47.69119   -33.888535  -32.12444 ],hungry
[-253.40215    42.442307  -37.434925  -44.39443   -22.97804 ],hungry
[-327.66312   155.88298   -58.811253  -10.819259   14.658931],hungry
[-395.5163    122.72268   -29.1162    -11.35906    -9.396146],hungry
[-275.47903   90.43684  -81.14266  -77.64787  -20.0511 ],hungry
[-261.604       54.458267   -84.94086     -6.9664507   -4.9749966],hungry
[-228.60596   126.71674   -48.38463    -9.024106    5.826226],hungry
[-301.49393      68.84536     -22.970713     -0.46057376   -8.938106  ],hungry
[-281.68457    25.87088   -34.78488   -24.290955  -18.313381],hungry
[-335.8076     104.621445   -22.917149     5.3073297   23.914812 ],hungry
[-201.03847   126.54478   -86.295006  -11.894016   15.587542],hungry
[-222.2207    158.9992    -48.243935  -17.2684     20.340094],hungry
[-437.09503    173.85313    -49.03138      1.0787832   23.53835  ],hungry
[-272.81342    111.614105   -10.781959    -2.9123478   19.939371 ],hungry
[-282.40332     51.61201      1.0424559    5.761906     5.2512703],hungry
[-480.0165    111.25832    -8.223093    9.585562   25.175467],hungry
[-249.43283   105.266365  -66.77838   -17.40868    -2.942783],hungry
[-253.15985     87.395485  -117.993256   -42.42262     -3.5221958],hungry
