Features,Type
"[-499.4247     112.08116    -49.807816   -18.21421     13.028867
  -26.15129    -14.420481     7.6037087  -11.387849    -9.128422
    4.6242223   -5.119436    -7.7287154   -3.538107    -7.979645
   -2.6154983    7.271394     7.611597     7.8030806    5.1207466]",belly_pain
"[-5.0324100e+02  1.5562462e+02 -5.3089634e+01 -9.3387537e+00
  1.8954021e+01 -3.0361124e+01 -1.0490327e+01 -1.9197921e-01
 -2.5778471e+01 -7.8774090e+00 -1.7375965e+00 -1.9827587e+01
 -6.8324337e+00 -5.2338133e+00 -1.8699984e+01 -4.7401547e+00
 -1.8618798e+00 -1.2453473e+01  1.4335911e+00  8.5837536e+00]",belly_pain
"[-4.2670706e+02  1.5733188e+02 -5.2705971e+01 -1.4524200e+01
  1.1352674e+01 -3.7552837e+01 -1.5138313e+01  3.2016623e-01
 -2.4708117e+01 -1.0134473e+01 -3.3377779e+00 -2.0508154e+01
 -7.7402949e+00 -2.0978572e+00 -1.3885005e+01 -4.2297792e+00
 -2.0916193e+00 -1.1650045e+01 -2.3975241e+00  8.4168844e-02]",belly_pain
"[-3.8903870e+02  1.6844524e+02 -6.7223183e+01 -1.7126301e+01
  1.3631199e+01 -4.1452286e+01 -1.4523580e+01 -1.0052770e+00
 -3.1239031e+01 -8.3849306e+00  1.8402039e+00 -2.2669641e+01
 -1.1450462e+01 -3.4937093e+00 -1.3468182e+01 -1.9426318e-01
  3.3947778e+00 -6.3234868e+00  1.4127531e+00 -1.2182518e+00]",belly_pain
"[-3.1743289e+02  1.7603571e+02 -6.2427364e+01 -4.4671364e+00
  1.7833765e+01 -4.8702007e+01 -1.9136120e+01 -3.0113065e+00
 -3.2136478e+01 -8.0819969e+00 -9.8825538e-01 -2.2390026e+01
 -5.4005809e+00 -2.4472375e+00 -1.6219673e+01 -6.3156843e-01
  5.2092844e-01 -1.0393015e+01  3.0600908e-01 -3.3196657e+00]",belly_pain
"[-389.52472    148.90518    -72.82749     -8.710933    16.21002
  -44.57647     -8.785513     8.60778    -25.92463     -4.4064307
    5.3361564  -19.474684    -7.0738807   -0.5348297  -13.911309
   -2.7256753    0.8566155   -7.6137705    1.1526074    1.6363307]",belly_pain
"[-395.50275    134.50542    -40.998844    -3.8517056   10.750525
  -36.928837   -15.562063    -5.3565793  -29.510025   -12.5372
   -5.1995583  -20.710413    -8.467151    -4.7369123  -13.243527
    2.8468006    8.882219    -1.1046748    3.3200006    1.815943 ]",belly_pain
"[-4.3381680e+02  9.3447205e+01  1.9128580e-01 -1.0415295e+01
 -4.0812230e+00 -1.8815041e+01 -1.6638805e+01 -1.0185335e+01
 -1.7012871e+01 -1.5683461e+01 -9.2018681e+00 -8.5248165e+00
 -5.5446229e+00 -4.7740679e+00 -7.7524772e+00 -3.8705835e+00
 -2.9734954e-01 -2.1182687e+00  4.7638890e-01  2.7757475e+00]",belly_pain
"[-3.9530911e+02  1.2801906e+02 -4.7220932e+01  1.3578546e+00
  6.5307579e+00 -4.4836468e+01 -9.6786184e+00 -2.1405780e+00
 -3.2203331e+01 -7.5309701e+00 -2.1458068e+00 -2.2886612e+01
 -4.9304266e+00 -3.6874846e-01 -1.1760331e+01  5.7957282e+00
  1.0305523e+01  9.2093259e-01  9.6319551e+00  5.1859074e+00]",belly_pain
"[-252.29735    145.54683    -58.926727   -16.598593     3.672816
  -41.37368     -9.418192     4.132543   -18.737617     2.6173766
    3.883517   -17.873196    -3.2032547   -2.2949703  -16.613443
   -2.062273     2.8382463   -2.2660127   12.302794    12.921433 ]",belly_pain
