Features,Type
"[-499.4247     112.08116    -49.807816   -18.21421     13.028867
  -26.15129    -14.420481     7.6037087  -11.387849    -9.128422 ]",belly_pain
"[-5.0324100e+02  1.5562462e+02 -5.3089634e+01 -9.3387537e+00
  1.8954021e+01 -3.0361124e+01 -1.0490327e+01 -1.9197921e-01
 -2.5778471e+01 -7.8774090e+00]",belly_pain
"[-4.2670706e+02  1.5733188e+02 -5.2705971e+01 -1.4524200e+01
  1.1352674e+01 -3.7552837e+01 -1.5138313e+01  3.2016623e-01
 -2.4708117e+01 -1.0134473e+01]",belly_pain
"[-389.0387    168.44524   -67.22318   -17.1263     13.631199  -41.452286
  -14.52358    -1.005277  -31.23903    -8.384931]",belly_pain
"[-317.4329     176.0357     -62.427364    -4.4671364   17.833765
  -48.702007   -19.13612     -3.0113065  -32.13648     -8.081997 ]",belly_pain
"[-389.52472    148.90518    -72.82749     -8.710933    16.21002
  -44.57647     -8.785513     8.60778    -25.92463     -4.4064307]",belly_pain
"[-395.50275    134.50542    -40.998844    -3.8517056   10.750525
  -36.928837   -15.562063    -5.3565793  -29.510025   -12.5372   ]",belly_pain
"[-4.3381680e+02  9.3447205e+01  1.9128580e-01 -1.0415295e+01
 -4.0812230e+00 -1.8815041e+01 -1.6638805e+01 -1.0185335e+01
 -1.7012871e+01 -1.5683461e+01]",belly_pain
"[-395.3091     128.01906    -47.220932     1.3578546    6.530758
  -44.836468    -9.678618    -2.140578   -32.20333     -7.53097  ]",belly_pain
"[-252.29735    145.54683    -58.926727   -16.598593     3.672816
  -41.37368     -9.418192     4.132543   -18.737617     2.6173766]",belly_pain
"[-4.28394196e+02  1.48899994e+02 -6.93061905e+01 -1.50132751e+01
  2.89524632e+01 -3.86474495e+01 -2.55400772e+01  2.09238567e+01
  1.08425565e-01 -1.13243427e+01]",belly_pain
"[-436.1321     123.276924   -20.165434     7.376603    18.413662
  -22.705877    -4.551062     9.97417    -11.0640335   -5.1186724]",belly_pain
"[-417.36902    195.04312    -93.95171     -6.475128    26.089195
  -48.660007    -2.435213     9.719329   -35.364525    -4.4261103]",belly_pain
"[-402.05515    153.38995   -106.980034   -21.820833    25.608883
  -38.46013      1.3046598   20.323942   -27.275318    -7.4926333]",belly_pain
"[-364.82013   151.83423  -122.37543   -24.735775   22.686073  -46.699913
    4.784121   27.372377  -28.96865    -8.646142]",belly_pain
"[-237.06866    148.7104    -146.33049     -1.1878089   44.94896
  -58.268803     1.4422549   29.391651   -38.799988   -12.181233 ]",belly_pain
"[-240.35178   150.29214  -141.18556    -4.036984   32.094738  -57.226997
   12.983917   28.182755  -39.692856   -5.166047]",burping
"[-369.66095    131.35814    -64.99535     -1.4956933   32.630295
  -26.27733    -11.04282      6.547835   -15.4899025   -5.6750407]",burping
"[-408.19205    194.77637    -78.1031      -9.677836    29.894154
  -36.336952    -4.136757    12.627181   -26.047985    -6.9563723]",burping
"[-299.38684    113.741516   -60.026676    -8.988104    13.9781275
  -35.14554     -9.058964     9.514369   -17.278963    -6.393359 ]",burping
"[-250.58081    124.703926   -95.40761    -15.318602    26.263527
  -31.501694     2.9891622   20.561794   -20.940308    -7.332083 ]",burping
"[-329.8263     132.71452    -60.038795    15.782447    28.34084
  -44.755657    -7.4374104   12.4455     -25.220762    -5.290347 ]",burping
"[-217.8622     152.88904   -113.24161      2.6272593   44.18964
  -54.411148   -21.562319     6.9784274  -30.135326    -0.9940581]",burping
"[-357.5416     114.446686    -6.29728     -7.0751014   -3.1481748
  -27.212439   -17.21816    -11.222933   -20.574362    -9.971468 ]",burping
"[-249.26164    151.83116    -70.89622    -20.618303     5.856903
  -42.14761     -6.5072546    7.811292   -23.150618    -3.9901075]",discomfort
"[-395.8958     223.3184     -77.89734      2.4307284   28.456585
  -48.66755      1.8183928   13.783871   -37.131718    -8.686738 ]",discomfort
"[-292.7018      138.58197     -85.35644      -2.0480652    25.566454
  -37.876583      3.5490851    16.177135    -22.82789       0.43547502]",discomfort
"[-397.12057    151.24698    -65.3862      -1.9316897   21.394293
  -41.003788    -8.806436     9.512873   -22.120045    -5.8556666]",discomfort
"[-282.3102    160.53085   -74.99476   -12.361572    9.302519  -53.326862
   -7.61478    17.113747  -23.065275   -7.295751]",discomfort
"[-229.19627    184.52292   -108.28892    -14.289325    20.538548
  -58.18675     -2.8924646   22.58315    -28.2276      -4.786469 ]",discomfort
"[-329.16995    166.00903    -60.387753     4.649882    35.099358
  -26.683558    -1.1059785   13.831748   -15.326392    -3.0685408]",discomfort
"[-261.82266    133.9421     -48.72611    -22.98885     10.235166
  -30.23888    -22.046753     1.9843563   -7.6275945   -3.8499663]",discomfort
"[-209.01395    135.1739     -96.577866   -35.985176    19.11125
  -27.771587    -5.3058453   16.262741   -18.051922   -13.37405  ]",discomfort
"[-510.84457    196.45836    -75.56486     -7.9848833   26.393318
  -44.01078     -9.928473    12.963123   -21.784678    -4.53745  ]",discomfort
"[-453.00937    164.61502    -55.73687      3.1925652   28.895462
  -30.12714     -3.5348861    5.7892365  -27.176735    -6.4789224]",discomfort
"[-3.18401825e+02  1.67265411e+02 -1.01554756e+02  1.17820358e+01
  4.04468079e+01 -4.46605797e+01  6.02791882e+00  1.78633499e+01
 -3.11032696e+01  1.39957473e-01]",discomfort
"[-343.40988    190.79735     -8.8242235    5.0022063   23.80729
  -20.762417    -6.03358      9.240794   -12.550128     1.6795384]",discomfort
"[-554.887     201.52206   -33.067265   12.458403   33.7799    -36.273216
   -9.164898   19.392721  -16.501038   -9.138971]",discomfort
"[-449.86368    179.8034      -8.296233   -33.4173       7.133553
   -1.1436955  -13.912196    -9.409626    -8.526536    -3.0109606]",discomfort
"[-491.09457     126.16937      11.670261    -14.912604      3.7010727
    0.89781934   -7.3245325    -7.888811     -8.776422     -2.3406606 ]",discomfort
"[-381.44116     146.63887     -10.495204    -33.137245      0.82694507
  -11.264776    -27.964556    -16.047462     -5.0188684    -4.3411593 ]",discomfort
"[-439.31705    139.7884      -4.5819306  -32.67953      4.0469956
    9.012248    -5.2729764  -10.094882    -9.260915    -2.7900121]",discomfort
"[-366.2532     178.90126    -13.865501   -38.928745     3.3070655
  -11.883561   -30.555029   -16.021212    -3.89096     -2.3693564]",discomfort
"[-188.3581     183.66656    -71.6025     -18.301363    31.75414
  -24.589691    -2.0181525   23.683004   -14.402419   -13.324274 ]",discomfort
"[-508.56964     128.72554     -80.36872      -0.73951334   25.477024
  -38.75971       3.0538018    22.611427    -21.480148     -5.3271384 ]",discomfort
"[-304.14453    137.53151    -48.086357   -12.27783      6.551328
  -37.877007    -6.8887396   14.617408   -13.80504     -5.997884 ]",discomfort
"[-586.2228     140.13278    -30.083899    10.935675    37.800827
  -11.388984     1.9459537   18.748575    -7.6612725   -1.5008662]",discomfort
"[-342.28952    120.055405  -104.5337     -23.813751    20.003834
  -38.48503      0.3832547   23.145548   -22.60326     -6.9257207]",discomfort
"[-488.83807   138.60236   -45.34293   -12.816395   15.009723  -30.035076
   -9.013037   16.989832   -9.390695   -7.550331]",discomfort
"[-265.64914    134.41496    -96.22351    -19.94444     13.617352
  -42.273296     4.0972676   17.961351   -28.440104    -2.4514017]",discomfort
"[-226.19237    162.77248    -97.48634    -36.68519      5.28746
  -42.47751     -3.9570372    7.72804    -26.708061     1.3614122]",discomfort
"[-713.7978     165.8465     -55.063244     1.766715    22.625328
  -37.555202    -2.4812477   15.6122675  -17.896208    -1.1241977]",hungry
"[-5.2343182e+02  1.3742322e+02 -1.8293631e+01  1.6314410e-02
  1.8337383e+01 -2.1331781e+01 -9.2188969e+00  9.8657312e+00
 -9.5529137e+00 -7.6192684e+00]",hungry
"[-272.63913    159.18773   -119.38523    -13.6177635   34.552437
  -47.279827    -5.5130816   16.2045     -33.750713    -5.657876 ]",hungry
"[-207.56749   159.3339    -44.609962   -5.867236   14.069979  -30.914085
    4.537999   21.962362  -13.176929   -6.544196]",hungry
"[-301.9556    109.409225  -28.407911  -11.756661   11.044582  -22.239416
  -22.206156   -7.515072  -12.575789   -9.905396]",hungry
"[-6.1032458e+02  1.4127507e+02 -4.8330952e+01 -1.9192837e+01
  1.0555733e+01 -2.6425142e+01 -8.8400965e+00  7.3523836e+00
 -9.7474785e+00  2.1713318e-01]",hungry
"[-209.5394     189.15399    -90.8119     -19.802502    34.084705
  -25.481716    -5.0441585   -1.953798   -37.464466    -4.4670143]",hungry
"[-364.89584     80.19566    -35.093002   -14.971578     6.184248
  -16.126644    -4.589623     6.5919485   -9.353189    -8.968859 ]",hungry
"[-477.60916     82.48408     -7.71933    -13.275761     2.8506236
   -6.807595    -9.236546    -7.0868363  -14.302997   -14.4733305]",hungry
"[-347.1336     129.74684    -70.25622    -12.317227    27.131674
  -23.233488   -12.800668    -3.7662337  -20.741428    -1.2670715]",hungry
"[-3.4623712e+02  9.9146049e+01 -4.1732052e+01 -1.7596292e+01
  1.6548286e+01 -9.1798687e+00 -1.3586516e+01 -1.0124360e+01
 -1.2912639e+01 -2.2351640e-01]",hungry
"[-355.5181     102.50718    -22.443365   -20.114761     3.2047539
  -11.499289   -15.113549   -18.549131   -21.991034    -4.0613723]",hungry
"[-435.50803   171.06548   -63.296772  -15.923956   18.010574  -34.751972
  -16.832134   -9.120608  -30.596395   -1.463888]",hungry
"[-325.78613    140.0314     -81.34475    -15.200344     7.0099196
  -59.783474   -13.059035    16.135086   -31.435717   -12.53293  ]",hungry
"[-391.6087      89.35009    -46.164318     2.518554    26.69859
  -16.116976    -3.2671874    6.358576   -16.516216    -5.8547397]",hungry
"[-362.4873     107.409424   -45.9358       3.3556056   23.86174
  -24.388533    -6.4491673    8.851471   -12.074406    -4.952114 ]",hungry
"[-312.34537    148.15909    -62.69702    -20.657751    16.433802
  -33.658802   -25.27108     -5.388571   -10.238979     5.5492187]",hungry
"[-322.77902    177.25078    -52.4167       6.0253034   42.98498
  -18.108915     3.0697603   23.13739     -9.499683    -2.337695 ]",hungry
"[-228.45622    149.70334    -73.61504     -3.5735931   19.408236
  -40.89535      1.7249924   16.565737   -23.87448     -3.1227744]",hungry
"[-530.67676    124.37608    -56.942043    -3.117542    11.088998
  -27.452604    12.159645    10.5050745  -20.542353     7.9917154]",hungry
"[-282.1546     145.62761    -69.74762    -17.87737     10.660626
  -37.285847    -5.4599214    7.255091   -25.585073   -10.442881 ]",hungry
"[-250.16246     164.82861     -97.0798        0.45820224   19.888636
  -59.161514      0.565955     19.495537    -29.542992     -1.0601459 ]",hungry
"[-249.08795   162.24348  -111.509674   12.406859   34.792137  -55.711456
   10.18155    27.408028  -30.25844    -0.638233]",hungry
"[-255.78616    167.83586   -100.29129      3.766301    24.01028
  -60.293915    -2.7623026   17.0077     -27.183031     2.8058507]",hungry
"[-284.69855    137.49915    -61.22184     -8.257466     4.9492865
  -48.039314    -5.360886    14.518167   -17.993235    -2.416559 ]",hungry
"[-345.87033    211.76279    -98.96118      7.554568    33.108395
  -56.41857      5.5676327   21.88405    -35.937893    -5.901511 ]",hungry
"[-327.31467    133.62349    -73.10382    -18.488306    -1.6594279
  -56.843372    -1.5731953   28.520237   -25.225668   -18.118452 ]",hungry
"[-318.74646    155.90298    -59.29264    -49.275417   -15.0386715
  -41.28612    -10.527689    17.588991   -11.872952   -16.1763   ]",hungry
"[-346.36392    157.9498     -37.326965   -36.173683    -7.6263866
  -30.638933    -6.9299054   14.502048   -12.16964    -15.110668 ]",hungry
"[-391.8854     172.91173    -72.24852     -4.3631253   28.808115
  -30.807539     0.701652    11.058034   -19.920681     4.2626705]",hungry
"[-350.7797     157.9293     -22.165232   -20.913206    -5.842207
  -33.61416    -14.502588    -2.1851146  -18.267225    -5.657162 ]",hungry
"[-289.18478    118.96018    -52.364124   -34.96103      2.4877212
  -27.498661   -20.338158     4.135316    -7.1686325  -11.057076 ]",hungry
"[-321.40182    134.25873    -64.51771    -13.126462    26.52698
  -30.067017   -21.37807      1.2977389  -19.626284   -10.938967 ]",hungry
"[-234.84007   156.60593   -56.624947  -10.449141   23.624546  -35.344284
  -19.198246    5.730619  -20.681368  -11.966168]",hungry
"[-327.14203    127.21996    -30.400272    -9.796507     6.9093137
  -32.57074    -18.03001      0.9530329  -17.397322   -15.64421  ]",hungry
"[-387.6916      127.89009     -31.435686    -20.154575     -0.43678027
  -27.622704     -6.412083     10.873512    -11.59497      -8.050533  ]",hungry
"[-307.51254    150.11061    -52.640907     6.7589006   25.742926
  -52.12732    -22.99037     14.676612   -25.934517   -23.886684 ]",hungry
"[-271.60938   139.5794    -93.837524  -12.811718   18.292568  -51.70473
  -13.34155    14.108227  -15.890099    2.884287]",hungry
"[-281.35114    170.21442    -65.58585    -14.8778305   17.931513
  -42.133102   -19.654953     6.5075226  -13.419835    -3.0658877]",hungry
"[-3.96195587e+02  1.25532814e+02 -3.43065071e+01  5.82186842e+00
  1.80263405e+01 -2.46468449e+01 -5.82353249e-02  5.65722942e+00
 -2.05614033e+01 -4.31044722e+00]",hungry
"[-344.3027     172.84505    -45.28971      4.912903    38.979362
  -17.3176      -0.4951459   15.810502   -12.032054    -4.195527 ]",hungry
"[-363.9847      126.14264     -24.43572       0.58860046   14.315683
  -29.78148     -13.136401     10.093106     -8.603492     -7.38872   ]",hungry
"[-510.20145    124.86441    -10.831401    10.573788    24.359257
  -14.606026    -6.7141447    4.188732   -12.7759905   -5.149261 ]",hungry
"[-3.0301208e+02  1.2607512e+02 -6.3839489e+01 -2.9248657e+01
  7.3663282e+00 -3.4196686e+01 -2.2513330e+01 -2.9253322e-01
 -1.1159959e+01  1.1472878e+00]",hungry
