Features,Type
"[-499.4247      112.08116     -49.807816    -18.21421      13.028867
  -26.15129     -14.420481      7.6037087   -11.387849     -9.128422
    4.6242223    -5.119436     -7.7287154    -3.538107     -7.979645
   -2.6154983     7.271394      7.611597      7.8030806     5.1207466
   -2.9906518    -3.7075183     0.53345686    0.91738695   -1.2745421 ]",belly_pain
"[-5.0324100e+02  1.5562462e+02 -5.3089634e+01 -9.3387537e+00
  1.8954021e+01 -3.0361124e+01 -1.0490327e+01 -1.9197921e-01
 -2.5778471e+01 -7.8774090e+00 -1.7375965e+00 -1.9827587e+01
 -6.8324337e+00 -5.2338133e+00 -1.8699984e+01 -4.7401547e+00
 -1.8618798e+00 -1.2453473e+01  1.4335911e+00  8.5837536e+00
 -1.4932211e-01  1.7246722e+00 -2.0730247e+00 -9.2479391e+00
 -2.1952531e+00]",belly_pain
"[-4.2670706e+02  1.5733188e+02 -5.2705971e+01 -1.4524200e+01
  1.1352674e+01 -3.7552837e+01 -1.5138313e+01  3.2016623e-01
 -2.4708117e+01 -1.0134473e+01 -3.3377779e+00 -2.0508154e+01
 -7.7402949e+00 -2.0978572e+00 -1.3885005e+01 -4.2297792e+00
 -2.0916193e+00 -1.1650045e+01 -2.3975241e+00  8.4168844e-02
 -8.5601606e+00 -2.7118180e+00  7.7041095e-01 -2.8796754e+00
  1.4081889e-01]",belly_pain
"[-3.8903870e+02  1.6844524e+02 -6.7223183e+01 -1.7126301e+01
  1.3631199e+01 -4.1452286e+01 -1.4523580e+01 -1.0052770e+00
 -3.1239031e+01 -8.3849306e+00  1.8402039e+00 -2.2669641e+01
 -1.1450462e+01 -3.4937093e+00 -1.3468182e+01 -1.9426318e-01
  3.3947778e+00 -6.3234868e+00  1.4127531e+00 -1.2182518e+00
 -1.0568883e+01 -1.5191768e+00 -8.7301880e-01 -6.8887930e+00
 -4.7893366e-01]",belly_pain
"[-3.1743289e+02  1.7603571e+02 -6.2427364e+01 -4.4671364e+00
  1.7833765e+01 -4.8702007e+01 -1.9136120e+01 -3.0113065e+00
 -3.2136478e+01 -8.0819969e+00 -9.8825538e-01 -2.2390026e+01
 -5.4005809e+00 -2.4472375e+00 -1.6219673e+01 -6.3156843e-01
  5.2092844e-01 -1.0393015e+01  3.0600908e-01 -3.3196657e+00
 -1.4170643e+01 -5.3417072e+00 -5.8403888e+00 -9.4807997e+00
 -7.7552867e-01]",belly_pain
"[-389.52472    148.90518    -72.82749     -8.710933    16.21002
  -44.57647     -8.785513     8.60778    -25.92463     -4.4064307
    5.3361564  -19.474684    -7.0738807   -0.5348297  -13.911309
   -2.7256753    0.8566155   -7.6137705    1.1526074    1.6363307
   -3.8110492    2.8835769   -1.2000643   -7.360726    -0.860799 ]",belly_pain
"[-395.50275    134.50542    -40.998844    -3.8517056   10.750525
  -36.928837   -15.562063    -5.3565793  -29.510025   -12.5372
   -5.1995583  -20.710413    -8.467151    -4.7369123  -13.243527
    2.8468006    8.882219    -1.1046748    3.3200006    1.815943
   -5.894636    -0.7655564   -2.2438114   -7.665934    -2.8747663]",belly_pain
"[-4.3381680e+02  9.3447205e+01  1.9128580e-01 -1.0415295e+01
 -4.0812230e+00 -1.8815041e+01 -1.6638805e+01 -1.0185335e+01
 -1.7012871e+01 -1.5683461e+01 -9.2018681e+00 -8.5248165e+00
 -5.5446229e+00 -4.7740679e+00 -7.7524772e+00 -3.8705835e+00
 -2.9734954e-01 -2.1182687e+00  4.7638890e-01  2.7757475e+00
 -1.1695197e+00 -2.1516502e+00 -9.9730588e-02 -7.3132032e-01
 -1.0151806e+00]",belly_pain
"[-3.9530911e+02  1.2801906e+02 -4.7220932e+01  1.3578546e+00
  6.5307579e+00 -4.4836468e+01 -9.6786184e+00 -2.1405780e+00
 -3.2203331e+01 -7.5309701e+00 -2.1458068e+00 -2.2886612e+01
 -4.9304266e+00 -3.6874846e-01 -1.1760331e+01  5.7957282e+00
  1.0305523e+01  9.2093259e-01  9.6319551e+00  5.1859074e+00
 -6.5948615e+00  1.1775763e-01 -5.0594616e-01 -5.6476855e+00
 -7.2029136e-02]",belly_pain
"[-2.5229735e+02  1.4554683e+02 -5.8926727e+01 -1.6598593e+01
  3.6728160e+00 -4.1373680e+01 -9.4181919e+00  4.1325431e+00
 -1.8737617e+01  2.6173766e+00  3.8835170e+00 -1.7873196e+01
 -3.2032547e+00 -2.2949703e+00 -1.6613443e+01 -2.0622730e+00
  2.8382463e+00 -2.2660127e+00  1.2302794e+01  1.2921433e+01
  7.4435568e-01  2.1020553e+00 -2.7977102e+00 -8.6671505e+00
 -1.0822178e-01]",belly_pain
"[-4.28394196e+02  1.48899994e+02 -6.93061905e+01 -1.50132751e+01
  2.89524632e+01 -3.86474495e+01 -2.55400772e+01  2.09238567e+01
  1.08425565e-01 -1.13243427e+01  6.51596844e-01 -5.36657906e+00
 -5.49113369e+00 -3.30675411e+00 -1.16715384e+01 -5.88778543e+00
  3.28257298e+00  2.46909946e-01  3.26167703e+00  6.60309792e+00
  1.40224174e-01 -2.36888719e+00 -2.47892618e+00 -4.19060946e+00
 -7.97852695e-01]",belly_pain
"[-436.1321     123.276924   -20.165434     7.376603    18.413662
  -22.705877    -4.551062     9.97417    -11.0640335   -5.1186724
   -3.7400324  -20.31255     -8.931104     1.5885366   -7.839134
   -1.9934353    5.5031805   -1.8554295   -4.2193494   -6.2775283
  -10.244702    -4.764917    -4.2120237  -10.211645    -7.2690167]",belly_pain
"[-4.1736902e+02  1.9504312e+02 -9.3951714e+01 -6.4751282e+00
  2.6089195e+01 -4.8660007e+01 -2.4352131e+00  9.7193289e+00
 -3.5364525e+01 -4.4261103e+00  2.7510016e+00 -2.4888462e+01
 -1.3951501e+00  2.4112105e+00 -1.3354465e+01  6.7057629e+00
  4.5877552e+00 -1.2197506e+01 -1.0586079e+00 -3.8701923e+00
 -1.1396609e+01 -5.5194374e-02 -4.4149189e+00 -9.7981319e+00
  2.5437191e-01]",belly_pain
"[-402.05515    153.38995   -106.980034   -21.820833    25.608883
  -38.46013      1.3046598   20.323942   -27.275318    -7.4926333
   10.10996    -16.168648    -5.925752     2.5651865   -9.670086
    4.6409373    9.092329    -1.1539849    9.579484     5.928188
   -9.462252    -1.0177231    0.5148138   -8.171486    -1.0685802]",belly_pain
"[-3.6482013e+02  1.5183423e+02 -1.2237543e+02 -2.4735775e+01
  2.2686073e+01 -4.6699913e+01  4.7841210e+00  2.7372377e+01
 -2.8968651e+01 -8.6461420e+00  1.2409170e+01 -1.6313059e+01
 -8.1347065e+00  8.1318033e-01 -8.4861155e+00  7.9991064e+00
  1.0560931e+01 -2.1066029e+00  4.9814758e+00 -1.2030534e+00
 -1.0526570e+01  3.0655951e+00  9.2174870e-01 -8.9959078e+00
 -1.6304551e-01]",belly_pain
"[-237.06866     148.7104     -146.33049      -1.1878089    44.94896
  -58.268803      1.4422549    29.391651    -38.799988    -12.181233
   16.826696    -12.095933     -4.450805     -2.1854963   -13.255462
    6.687321      3.677956     -9.461451      7.2270722     4.769206
   -4.990678      6.7092533     0.73418546   -9.144815     -0.9754589 ]",belly_pain
"[-240.35178    150.29214   -141.18556     -4.036984    32.094738
  -57.226997    12.983917    28.182755   -39.692856    -5.166047
   13.103871   -16.985456     4.057917     4.046511   -15.504323
    5.074597     3.2184055  -11.198936     0.8021243   -5.460494
  -10.745369     4.444259    -0.8452242   -5.459707     2.5819118]",burping
"[-369.66095     131.35814     -64.99535      -1.4956933    32.630295
  -26.27733     -11.04282       6.547835    -15.4899025    -5.6750407
   -5.457773    -20.774527     -3.1948948     5.9936113    -0.90784174
    8.069452      2.9843886   -13.317781    -10.792367     -7.7307696
   -4.975029      2.590273     -5.272604    -11.399324     -0.93458045]",burping
"[-408.19205    194.77637    -78.1031      -9.677836    29.894154
  -36.336952    -4.136757    12.627181   -26.047985    -6.9563723
    1.4564124  -21.022255    -4.2599316   -1.1029402  -18.623451
   -6.1589985   -5.116674   -15.778053    -3.5168266   -4.336778
  -13.113942    -2.9311528   -4.0816574  -10.27222     -2.0554621]",burping
"[-2.99386841e+02  1.13741516e+02 -6.00266762e+01 -8.98810387e+00
  1.39781275e+01 -3.51455383e+01 -9.05896378e+00  9.51436901e+00
 -1.72789631e+01 -6.39335918e+00  2.88704062e+00 -1.11697683e+01
 -1.24246502e+00  3.63830113e+00 -6.91339970e+00 -4.27757412e-01
  9.37019169e-01 -7.16648912e+00 -2.10515976e+00 -7.36006260e-01
 -3.61092544e+00  2.02047229e+00 -1.22441269e-01 -5.47313643e+00
 -1.03065217e+00]",burping
"[-250.58081     124.703926    -95.40761     -15.318602     26.263527
  -31.501694      2.9891622    20.561794    -20.940308     -7.332083
    4.3531685   -15.923689     -0.634357      9.661345     -5.2026825
    0.25518343    2.479138     -6.122294      1.2139113     2.9690664
   -2.4140484     1.679723     -1.6150444    -5.5298214     1.439941  ]",burping
"[-3.2982629e+02  1.3271452e+02 -6.0038795e+01  1.5782447e+01
  2.8340839e+01 -4.4755657e+01 -7.4374104e+00  1.2445500e+01
 -2.5220762e+01 -5.2903471e+00  4.1829600e+00 -2.1637316e+01
 -8.5230007e+00 -1.5672318e+00 -1.4606917e+01 -1.7328515e+00
 -1.1028459e+00 -1.3987573e+01 -2.3721414e+00 -3.9480793e-01
 -9.9614162e+00 -1.0897141e+00 -7.2713889e-02 -7.8712635e+00
 -1.7925898e+00]",burping
"[-217.8622     152.88904   -113.24161      2.6272593   44.18964
  -54.411148   -21.562319     6.9784274  -30.135326    -0.9940581
    8.832942   -24.644468    -2.5792754    8.910306   -12.982704
    3.3697722   11.636965    -4.8398166    3.472896     4.9225144
   -5.4869328    4.444626     3.410605    -8.199695    -2.6556504]",burping
"[-357.5416     114.446686    -6.29728     -7.0751014   -3.1481748
  -27.212439   -17.21816    -11.222933   -20.574362    -9.971468
   -8.767772   -18.065388    -5.1366224    1.4969889   -7.2731514
   -1.0219933    5.510027     2.3263013    7.12954      5.7174726
   -7.2845817   -9.393186    -5.7128177   -6.194829    -3.8859968]",burping
"[-2.49261642e+02  1.51831161e+02 -7.08962173e+01 -2.06183033e+01
  5.85690308e+00 -4.21476097e+01 -6.50725460e+00  7.81129217e+00
 -2.31506176e+01 -3.99010754e+00  4.60563004e-01 -2.15825005e+01
 -4.66440105e+00  4.21659374e+00 -4.67691946e+00  8.08453465e+00
  5.69598675e+00 -8.44119167e+00 -1.18789166e-01 -5.12079418e-01
 -8.55831909e+00  1.93612203e-01  1.38748252e+00 -4.28795004e+00
  2.10891023e-01]",discomfort
